drug_id,condition_id,average_rating,class
Meperidine / promethazine,Pain,9.333333333,A
Tylenol with Codeine,Pain,9.333333333,A
Voltaren-XR,Pain,9.333333333,A
Ketorolac,Pain,9.305785124,A
Sprix,Pain,9.285714286,A
Vicodin ES,Pain,9.272727273,A
OxyContin,Pain,9.25625,A
Diflunisal,Pain,9.25,A
Soma Compound with Codeine,Pain,9.25,A
Zohydro ER,Pain,9.25,A
Voltaren Gel,Pain,9.244444444,A
Etodolac,Pain,9.24137931,A
Diclofenac,Pain,9.240105541,A
Vicoprofen,Pain,9.208333333,A
Tylenol,Pain,9.2,A
Acetaminophen / oxycodone,Pain,9.170967742,A
Feldene,Pain,9.166666667,A
Propoxyphene,Pain,9.166666667,A
Ibuprofen,Pain,9.161764706,A
Percocet,Pain,9.158273381,A
Oxymorphone,Pain,9.14953271,A
Opana ER,Pain,9.142857143,A
Tylox,Pain,9.125,A
Fentora,Pain,9.111111111,A
Norco,Pain,9.099236641,A
Hydrocodone / ibuprofen,Pain,9.097560976,A
Buprenorphine,Pain,9.094527363,A
Lortab,Pain,9.0875,A
Vicodin,Pain,9.070422535,A
Ultracet,Pain,9.055555556,A
Acetaminophen / hydrocodone,Pain,9.054320988,A
Acetaminophen / tramadol,Pain,9,B
Anexsia,Pain,9,B
Darvon,Pain,9,B
Endocet,Pain,9,B
Excedrin Back & Body,Pain,9,B
Lidocaine,Pain,9,B
Menthol,Pain,9,B
OxyIR,Pain,9,B
Primlev,Pain,9,B
Sublimaze,Pain,9,B
Trixaicin HP,Pain,9,B
Tylenol 8 Hour,Pain,9,B
Tylenol Arthritis Pain,Pain,9,B
Tramadol,Pain,8.975736568,B
Hydrocodone,Pain,8.961538462,B
Opana,Pain,8.961538462,B
Celecoxib,Pain,8.941860465,B
Flector Patch,Pain,8.892857143,B
Avinza,Pain,8.888888889,B
Fentanyl,Pain,8.88,B
Ultram ER,Pain,8.875,B
Morphine,Pain,8.868571429,B
Tapentadol,Pain,8.868217054,B
Acetaminophen / propoxyphene,Pain,8.842105263,B
Kadian,Pain,8.814814815,B
Naloxone / pentazocine,Pain,8.769230769,B
Acetaminophen / codeine,Pain,8.734693878,B
Neurontin,Pain,8.718446602,B
Motrin,Pain,8.714285714,B
Tylenol with Codeine #3,Pain,8.696969697,B
Nucynta,Pain,8.67,B
Pentazocine,Pain,8.666666667,B
Duragesic,Pain,8.645833333,B
Hysingla ER,Pain,8.636363636,B
Reprexain,Pain,8.555555556,B
Acetaminophen / pentazocine,Pain,8.5,B
Midol PM,Pain,8.5,B
Talacen,Pain,8.5,B
Fentanyl Transdermal System,Pain,8.425,B
Camphor / menthol,Pain,8,C
Darvocet A500,Pain,8,C
Fast Freeze,Pain,8,C
Lagesic,Pain,8,C
Naloxone / oxycodone,Pain,8,C
Targiniq ER,Pain,8,C
Trezix,Pain,8,C
Oramorph SR,Pain,7.5,C
Ibudone,Pain,7,C
Tiger Balm,Pain,7,C
Goody's Extra-Strength Headache Powders,Pain/Feve,10,A
Acetaminophen / aspirin / caffeine,Pain/Feve,9.353846154,A
Gemzar,Pancreatic Cance,7.666666667,C
Creon,Pancreatic Exocrine Dysfunction,9.6,A
Niravam,Panic Disorde,9.857142857,A
Klonopin Wafer,Panic Disorde,9.727272727,A
Xanax,Panic Disorde,9.501234568,A
Ludiomil,Panic Disorde,9.5,A
Clonazepam,Panic Disorde,9.378453039,A
Klonopin,Panic Disorde,9.371134021,A
Zoloft,Panic Disorde,8.970779221,B
Praziquantel,"Paragonimus westermani, Lung Fluke",7,C
Stalevo,Parkinson's Disease,10,A
Rasagiline,Parkinson's Disease,9.666666667,A
Azilect,Parkinson's Disease,9.5,A
Requip XL,Parkinson's Disease,9.5,A
Apokyn,Parkinson's Disease,9,B
Apomorphine,Parkinson's Disease,9,B
Carbidopa / entacapone / levodopa,Parkinson's Disease,9,B
Kemadrin,Parkinson's Disease,9,B
Stalevo 200,Parkinson's Disease,9,B
Zelapar,Parkinson's Disease,9,B
Comtan,Parkinson's Disease,8.5,B
Mirapex ER,Parkinson's Disease,8.5,B
Rytary,Parkinson's Disease,8,C
Symmetrel,Parkinson's Disease,8,C
Sinemet CR,Parkinson's Disease,7.5,C
Entacapone,Parkinson's Disease,7,C
Procyclidine,Parkinsonism,9.5,A
Tev-Tropin,Pediatric Growth Hormone Deficiency,10,A
Bivalirudin,Percutaneous Coronary Intervention,10,A
Inderal,Performance Anxiety,9.058823529,A
Midol Extended Relief,Period Pain,10,A
Ponstel,Period Pain,9.6,A
Flurbiprofen,Period Pain,9.4,A
Mefenamic acid,Period Pain,9.368421053,A
Naproxen,Period Pain,9.135,A
Requip,Periodic Limb Movement Disorde,8.972222222,B
Epitol,Peripheral Neuropathy,8.75,B
L-Carnitine,Peripheral Neuropathy,8,C
Pyrantel,Pinworm Infection (Enterobius vermicularis),10,A
Albendazole,Pinworm Infection (Enterobius vermicularis),8.75,B
Pin-X,Pinworm Infection (Enterobius vermicularis),7,C
Brodalumab,Plaque Psoriasis,10,A
Siliq,Plaque Psoriasis,10,A
Ixekizumab,Plaque Psoriasis,9.642857143,A
Secukinumab,Plaque Psoriasis,9.571428571,A
Taltz,Plaque Psoriasis,9.5625,A
Cosentyx,Plaque Psoriasis,9.411764706,A
Taclonex,Plaque Psoriasis,9.380952381,A
Adalimumab,Plaque Psoriasis,9.330049261,A
Betamethasone / calcipotriene,Plaque Psoriasis,9.318181818,A
Otezla,Plaque Psoriasis,8.8125,B
Pneumococcal 13-valent vaccine,Pneumococcal Disease Prophylaxis,8.666666667,B
Prevnar 13,Pneumococcal Disease Prophylaxis,8,C
Penicillin VK,Pneumonia,10,A
Omnicef,Pneumonia,9.5,A
Amoxil,Pneumonia,9.461538462,A
Linezolid,Pneumonia,9.307692308,A
Biaxin XL,Pneumonia,9.2,A
Azithromycin Dose Pack,Pneumonia,9,B
Microgestin 1 / 20,Polycystic Ovary Syndrome,9.043478261,A
LoSeasonique,Polycystic Ovary Syndrome,8.807692308,B
Metformin,Polycystic Ovary Syndrome,8.732620321,B
Falmina,Polycystic Ovary Syndrome,8.727272727,B
Mircette,Polycystic Ovary Syndrome,8.5,B
Wera,Polycystic Ovary Syndrome,7,C
Jakafi,Polycythemia Vera,9.25,A
Ruxolitinib,Polycythemia Vera,9,B
Hemin,Porphyria,10,A
Panhematin,Porphyria,10,A
Minipress,Post Traumatic Stress Disorde,9.6,A
Prazosin,Post Traumatic Stress Disorde,9.448979592,A
Asenapine,Post Traumatic Stress Disorde,9.068027211,A
Luvox CR,Post Traumatic Stress Disorde,9,B
Abilify Discmelt,Post Traumatic Stress Disorde,8,C
Gabapentin enacarbil,Postherpetic Neuralgia,9.5,A
Gralise,Postherpetic Neuralgia,8.25,B
Divigel,Postmenopausal Symptoms,10,A
Enjuvia,Postmenopausal Symptoms,10,A
Estraderm,Postmenopausal Symptoms,10,A
Estropipate,Postmenopausal Symptoms,10,A
Femtrace,Postmenopausal Symptoms,10,A
Minivelle,Postmenopausal Symptoms,10,A
Ogen,Postmenopausal Symptoms,10,A
Premarin Vaginal,Postmenopausal Symptoms,10,A
Premphase,Postmenopausal Symptoms,10,A
Vivelle,Postmenopausal Symptoms,10,A
femhrt,Postmenopausal Symptoms,10,A
Evamist,Postmenopausal Symptoms,9.75,A
Esterified estrogens / methyltestosterone,Postmenopausal Symptoms,9.625,A
Vivelle-Dot,Postmenopausal Symptoms,9.583333333,A
Angeliq,Postmenopausal Symptoms,9.5,A
Conjugated estrogens,Postmenopausal Symptoms,9.5,A
Drospirenone / estradiol,Postmenopausal Symptoms,9.5,A
Elestrin,Postmenopausal Symptoms,9.333333333,A
Femring,Postmenopausal Symptoms,9.333333333,A
Estradiol / norethindrone,Postmenopausal Symptoms,9.285714286,A
CombiPatch,Postmenopausal Symptoms,9.2,A
Activella,Postmenopausal Symptoms,9,B
Esterified estrogens,Postmenopausal Symptoms,9,B
Menest,Postmenopausal Symptoms,9,B
Conjugated estrogens / medroxyprogesterone,Postmenopausal Symptoms,8.833333333,B
Prempro,Postmenopausal Symptoms,8.666666667,B
Climara Pro,Postmenopausal Symptoms,8.5,B
Estradiol / levonorgestrel,Postmenopausal Symptoms,8.5,B
Estrasorb,Postmenopausal Symptoms,7,C
Bromfenac,Postoperative Ocular Inflammation,10,A
Ilevro,Postoperative Ocular Inflammation,10,A
Lotemax,Postoperative Ocular Inflammation,10,A
Prolensa,Postoperative Ocular Inflammation,10,A
Nepafenac,Postoperative Ocular Inflammation,8.666666667,B
Nevanac,Postoperative Ocular Inflammation,7,C
Toradol IV / IM,Postoperative Pain,9.571428571,A
Bupivacaine,Postoperative Pain,9.333333333,A
Florinef Acetate,Postural Orthostatic Tachycardia Syndrome,10,A
Fludrocortisone,Postural Orthostatic Tachycardia Syndrome,9.6,A
Florinef,Postural Orthostatic Tachycardia Syndrome,9.5,A
Midodrine,Postural Orthostatic Tachycardia Syndrome,9.181818182,A
Orvaten,Postural Orthostatic Tachycardia Syndrome,9,B
Supprelin LA,Precocious Puberty,9,B
Lupron Depot-PED,Precocious Puberty,8.5,B
Hydroxyprogesterone,Premature Lab,9.526315789,A
Makena,Premature Lab,9.375,A
Terbutaline,Premature Lab,8,C
Brethine,Premature Lab,7,C
Sarafem,Premenstrual Dysphoric Disorde,9.666666667,A
Acetaminophen / pamabrom / pyrilamine,Premenstrual Syndrome,9,B
Methenamine,Prevention of Bladder infection,9.588235294,A
Mandelamine,Prevention of Bladder infection,9.5,A
Macrodantin,Prevention of Bladder infection,8.9,B
Clinpro 5000,Prevention of Dental Caries,10,A
Fluoride,Prevention of Dental Caries,9.6,A
Coumadin,Prevention of Thromboembolism in Atrial Fibrillation,9.6,A
Eliquis,Prevention of Thromboembolism in Atrial Fibrillation,9,B
Jantoven,Prevention of Thromboembolism in Atrial Fibrillation,9,B
Dabigatran,Prevention of Thromboembolism in Atrial Fibrillation,8.780487805,B
Pradaxa,Prevention of Thromboembolism in Atrial Fibrillation,8.722222222,B
Apixaban,Prevention of Thromboembolism in Atrial Fibrillation,8.708333333,B
Gamunex,Primary Immunodeficiency Syndrome,10,A
Privigen,Primary Immunodeficiency Syndrome,10,A
Vivaglobin,Primary Immunodeficiency Syndrome,9.5,A
Cuvitru,Primary Immunodeficiency Syndrome,9,B
Immune globulin subcutaneous,Primary Immunodeficiency Syndrome,8.888888889,B
Immune globulin intravenous and subcutaneous,Primary Immunodeficiency Syndrome,8.5,B
Hizentra,Primary Immunodeficiency Syndrome,8.2,B
Octagam,Primary Immunodeficiency Syndrome,8,C
Prometrium,Progesterone Insufficiency,8.533333333,B
Abiraterone,Prostate Cance,9.75,A
Zytiga,Prostate Cance,9.714285714,A
Eligard,Prostate Cance,9.5,A
Provenge,Prostate Cance,9.5,A
Sipuleucel-T,Prostate Cance,9.5,A
Casodex,Prostate Cance,9.333333333,A
Bicalutamide,Prostate Cance,9.25,A
Firmagon,Prostate Cance,9.25,A
Degarelix,Prostate Cance,9,B
Trelstar,Prostate Cance,9,B
Zoladex,Prostate Cance,8.916666667,B
Lupron,Prostate Cance,8.7,B
Triptorelin,Prostate Cance,8.5,B
Trelstar LA,Prostate Cance,8,C
Avelox,Prostatitis,9,B
Ditropan XL,Prostatitis,9,B
Crotamiton,Pruritus,10,A
Diphenhydramine / hydrocortisone,Pruritus,10,A
HC-Derma-Pax,Pruritus,10,A
Sarna Sensitive,Pruritus,10,A
Skeeter Stik,Pruritus,10,A
Eurax,Pruritus,9.5,A
Benzocaine,Pruritus,9.4,A
Lanacane,Pruritus,9,B
Calamine,Pruritus,8,C
Prax,Pruritus,8,C
Nuedexta,Pseudobulbar Affect,9.571428571,A
Dextromethorphan / quinidine,Pseudobulbar Affect,9.222222222,A
Diamox Sequels,Pseudotumor Cerebri,9.333333333,A
Diamox,Pseudotumor Cerebri,9.133333333,A
Acetazolamide,Pseudotumor Cerebri,8.857142857,B
Alefacept,Psoriasis,10,A
Amevive,Psoriasis,10,A
Scytera,Psoriasis,10,A
Topicort LP,Psoriasis,10,A
Clobex,Psoriasis,9.714285714,A
Clocortolone,Psoriasis,9.666666667,A
Cordran Tape,Psoriasis,9.666666667,A
Desoximetasone,Psoriasis,9.571428571,A
Psoriasin,Psoriasis,9.5,A
Taclonex Scalp,Psoriasis,9.5,A
Tazorac,Psoriasis,9.428571429,A
Acitretin,Psoriasis,9.375,A
Ultravate,Psoriasis,9.333333333,A
Vectical,Psoriasis,9.333333333,A
Humira,Psoriasis,9.252525253,A
Stelara,Psoriasis,9.241935484,A
Ustekinumab,Psoriasis,9.238095238,A
Soriatane,Psoriasis,9.2,A
Halobetasol,Psoriasis,9.166666667,A
Calcitriol,Psoriasis,9,B
Coal tar / salicylic acid / sulfur,Psoriasis,9,B
MG217 Medicated Tar,Psoriasis,9,B
Methotrexate,Psoriasis,8.884210526,B
Calcipotriene,Psoriasis,8.75,B
Dovonex,Psoriasis,8.75,B
Alclometasone,Psoriasis,8,C
Embeline,Psoriasis,8,C
Enstilar,Psoriasis,8,C
Infliximab,Psoriatic Arthritis,9.303797468,A
Apremilast,Psoriatic Arthritis,9.015151515,A
Thiothixene,Psychosis,10,A
Navane,Psychosis,9.333333333,A
Trilafon,Psychosis,9,B
Perphenazine,Psychosis,8.857142857,B
Haloperidol,Psychosis,8.821428571,B
Fluphenazine,Psychosis,8.666666667,B
Haldol Decanoate,Psychosis,8,C
Prolixin,Psychosis,8,C
Warfarin,"Pulmonary Embolism, Recurrent Event",9.181818182,A
Epoprostenol,Pulmonary Hypertension,10,A
Macitentan,Pulmonary Hypertension,10,A
Opsumit,Pulmonary Hypertension,10,A
Ambrisentan,Pulmonary Hypertension,9.75,A
Letairis,Pulmonary Hypertension,9.571428571,A
Bosentan,Pulmonary Hypertension,9.5,A
Tracleer,Pulmonary Hypertension,9.5,A
Revatio,Pulmonary Hypertension,9.25,A
Treprostinil,Pulmonary Hypertension,8.333333333,B
Tyvaso,Pulmonary Hypertension,7.875,C
Adcirca,Pulmonary Hypertension,7,C
Selexipag,Pulmonary Hypertension,7,C
Uptravi,Pulmonary Hypertension,7,C
"Rabies vaccine, human diploid cell",Rabies Prophylaxis,10,A
Nitro-Bid,Raynaud's Syndrome,10,A
Procardia,Raynaud's Syndrome,9.666666667,A
Felodipine,Raynaud's Syndrome,9.5,A
Vasodilan,Raynaud's Syndrome,9,B
Nifedipine,Raynaud's Syndrome,8.766666667,B
Norvasc,Raynaud's Syndrome,8.222222222,B
Pregabalin,Reflex Sympathetic Dystrophy Syndrome,8.976415094,B
Myfortic,Rejection Prophylaxis,9.333333333,A
Proleukin,Renal Cell Carcinoma,10,A
Pazopanib,Renal Cell Carcinoma,9.310344828,A
Votrient,Renal Cell Carcinoma,9.214285714,A
Sutent,Renal Cell Carcinoma,9.1,A
Sunitinib,Renal Cell Carcinoma,9,B
Temsirolimus,Renal Cell Carcinoma,9,B
Torisel,Renal Cell Carcinoma,9,B
Afinitor,Renal Cell Carcinoma,8.428571429,B
Horizant,Restless Legs Syndrome,9.454545455,A
Mirapex,Restless Legs Syndrome,9.384615385,A
Sinemet,Restless Legs Syndrome,9.25,A
Pramipexole,Restless Legs Syndrome,9.246376812,A
Rotigotine,Restless Legs Syndrome,9.086956522,A
Neupro,Restless Legs Syndrome,9,B
Carbidopa / levodopa,Restless Legs Syndrome,8.909090909,B
Ropinirole,Restless Legs Syndrome,8.894117647,B
Levodopa,Restless Legs Syndrome,8,C
Absorbine Jr.,Rheumatoid Arthritis,10,A
Auranofin,Rheumatoid Arthritis,10,A
IBU,Rheumatoid Arthritis,10,A
Prednicot,Rheumatoid Arthritis,10,A
Ridaura,Rheumatoid Arthritis,10,A
Simponi Aria,Rheumatoid Arthritis,10,A
Acthar,Rheumatoid Arthritis,9.75,A
Xeljanz XR,Rheumatoid Arthritis,9.666666667,A
Orudis KT,Rheumatoid Arthritis,9.5,A
Sulindac,Rheumatoid Arthritis,9.307692308,A
Etanercept,Rheumatoid Arthritis,9.283464567,A
Certolizumab,Rheumatoid Arthritis,9.181818182,A
Piroxicam,Rheumatoid Arthritis,9.181818182,A
Simponi,Rheumatoid Arthritis,9.166666667,A
Tofacitinib,Rheumatoid Arthritis,9.153846154,A
Golimumab,Rheumatoid Arthritis,9.147058824,A
Xeljanz,Rheumatoid Arthritis,9.142857143,A
Actemra,Rheumatoid Arthritis,9.090909091,A
Abatacept,Rheumatoid Arthritis,9,B
Otrexup,Rheumatoid Arthritis,9,B
Orencia,Rheumatoid Arthritis,8.928571429,B
Leflunomide,Rheumatoid Arthritis,8.8,B
Tocilizumab,Rheumatoid Arthritis,8.75,B
Salsalate,Rheumatoid Arthritis,8.5,B
Arava,Rheumatoid Arthritis,8.333333333,B
Oxaprozin,Rheumatoid Arthritis,8,C
Allerx Dose Pack DF,Rhinitis,10,A
Chlorcyclizine / phenylephrine,Rhinitis,10,A
Dallergy,Rhinitis,10,A
Flonase,Rhinitis,9.555555556,A
Veramyst,Rhinitis,9,B
Atrovent Nasal,Rhinorrhea,10,A
Clarifoam EF,Rosacea,9.714285714,A
Brimonidine,Rosacea,9.571428571,A
Ivermectin,Rosacea,9.557377049,A
Soolantra,Rosacea,9.526315789,A
Rhofade,Rosacea,9.5,A
Finacea,Rosacea,9.363636364,A
Oxymetazoline,Rosacea,9.333333333,A
MetroGel,Rosacea,9.3,A
Mirvaso,Rosacea,9.3,A
Azelaic acid,Rosacea,9.282051282,A
Azelex,Rosacea,9.25,A
Oracea,Rosacea,9.185185185,A
Plexion Cleanser,Rosacea,9,B
Declomycin,SIADH,9,B
Demeclocycline,SIADH,9,B
Herceptin,Salivary Gland Cance,10,A
Trastuzumab,Salivary Gland Cance,9.75,A
Elimite,Scabies,9,B
Permethrin,Scabies,8.5,B
Risperdal M-Tab,Schizoaffective Disorde,9.333333333,A
Risperdal,Schizoaffective Disorde,8.80952381,B
Abilify Maintena,Schizophrenia,10,A
Mellaril,Schizophrenia,10,A
Thioridazine,Schizophrenia,10,A
Clozapine,Schizophrenia,9.333333333,A
Fanapt,Schizophrenia,9.1,A
Invega Trinza,Schizophrenia,9,B
Moban,Schizophrenia,9,B
Molindone,Schizophrenia,9,B
Lurasidone,Schizophrenia,8.978540773,B
Invega Sustenna,Schizophrenia,8.923076923,B
Clozaril,Schizophrenia,8.833333333,B
Paliperidone,Schizophrenia,8.786885246,B
Loxapine,Schizophrenia,8.5,B
Kineret,Schnitzler Syndrome,10,A
Acetaminophen,Sciatica,9.416666667,A
Diclofenac / misoprostol,Sciatica,9.25,A
Arthrotec,Sciatica,9.130434783,A
Pazeo,Seasonal Allergic Conjunctivitis,10,A
Patanol,Seasonal Allergic Conjunctivitis,9.6,A
Olopatadine,Seasonal Allergic Conjunctivitis,9.366666667,A
Pataday,Seasonal Allergic Conjunctivitis,9.222222222,A
Avar LS Cleanser,Seborrheic Dermatitis,10,A
DermaZinc Shampoo,Seborrheic Dermatitis,10,A
Extina,Seborrheic Dermatitis,10,A
Nizoral Topical,Seborrheic Dermatitis,10,A
Ovace Plus,Seborrheic Dermatitis,10,A
Sulfacetamide sodium,Seborrheic Dermatitis,10,A
Xolegel,Seborrheic Dermatitis,10,A
Coal tar,Seborrheic Dermatitis,9.076923077,A
Cutar,Seborrheic Dermatitis,8,C
Loprox,Seborrheic Dermatitis,8,C
Mupirocin,Secondary Cutaneous Bacterial Infections,9.692307692,A
Cinacalcet,Secondary Hyperparathyroidism,9.25,A
Sensipar,Secondary Hyperparathyroidism,9.25,A
Phenergan,Sedation,9.555555556,A
Promethazine,Sedation,9.413461538,A
Lorazepam Intensol,Sedation,9.166666667,A
Butabarbital,Sedation,9,B
Butisol Sodium,Sedation,9,B
Desyrel Dividose,Sedation,8,C
Trokendi XR,Seizure Prevention,10,A
Topiragen,Seizure Prevention,9,B
Lamictal XR,Seizure Prevention,8.5,B
Oxtellar XR,Seizures,10,A
Qudexy XR,Seizures,10,A
Zarontin,Seizures,9.75,A
Phenytek,Seizures,9.666666667,A
Phenobarbital,Seizures,9.5,A
Perampanel,Seizures,9.166666667,A
Ethosuximide,Seizures,9.142857143,A
Fycompa,Seizures,9.125,A
Keppra XR,Seizures,9.111111111,A
Gabitril,Seizures,9,B
Luminal,Seizures,9,B
Topamax,Seizures,8.949238579,B
Aptiom,Seizures,8.8,B
Mysoline,Seizures,8.8,B
Eslicarbazepine,Seizures,8.75,B
Keppra,Seizures,8.614285714,B
Lacosamide,Seizures,8.613636364,B
Zonegran,Seizures,8.590909091,B
Vimpat,Seizures,8.578947368,B
Diastat,Seizures,8.5,B
Brivaracetam,Seizures,8,C
Dextrostat,"Sexual Dysfunction, SSRI Induced",10,A
Acetaminophen / pseudoephedrine,Sinus Symptoms,10,A
Advil Cold and Sinus Liqui-Gels,Sinus Symptoms,10,A
Alka-Seltzer Cold and Sinus,Sinus Symptoms,10,A
Chlorpheniramine / methscopolamine / pseudoephedrine,Sinus Symptoms,10,A
Ornex,Sinus Symptoms,10,A
Sine-Off Maximum Strength,Sinus Symptoms,10,A
Vicks Dayquil Cold & Flu Relief,Sinus Symptoms,10,A
VisRx Dose Pack,Sinus Symptoms,10,A
Ibuprofen / pseudoephedrine,Sinus Symptoms,9.631578947,A
Advil Cold and Sinus,Sinus Symptoms,9.6,A
Acetaminophen / dextromethorphan / phenylephrine,Sinus Symptoms,9,B
Aleve-D Sinus & Cold,Sinus Symptoms,9,B
Naproxen / pseudoephedrine,Sinus Symptoms,9,B
Alka-Seltzer Plus Cold Formula Sparkling Original Effervescent Tablets,Sinus Symptoms,8,C
Aspirin / chlorpheniramine / phenylephrine,Sinus Symptoms,8,C
Cedax,Sinusitis,10,A
Phenylephrine / pyrilamine,Sinusitis,10,A
Cleocin,Sinusitis,9.8,A
Vantin,Sinusitis,9.666666667,A
Chlorpheniramine / pseudoephedrine,Sinusitis,9.4,A
Cefuroxime,Sinusitis,9.28125,A
Zithromax,Sinusitis,9.175438596,A
Augmentin,Sinusitis,9.147727273,A
Deltasone,Sinusitis,9,B
Dexchlorpheniramine / dextromethorphan / pseudoephedrine,Sinusitis,9,B
Lorabid,Sinusitis,9,B
Loracarbef,Sinusitis,9,B
Cevimeline,Sjogren's Syndrome,9.25,A
Evoxac,Sjogren's Syndrome,9.2,A
Efudex,Skin Cance,9.4,A
Carac,Skin Cance,9.071428571,A
Fluoroplex,Skin Cance,8,C
Psorcon,Skin Rash,10,A
Diflorasone,Skin Rash,9.5,A
Hydrocortisone,Skin Rash,9.24,A
Cubicin,Skin and Structure Infection,10,A
Daptomycin,Skin and Structure Infection,10,A
Goldenseal,Skin and Structure Infection,10,A
Bactroban,Skin and Structure Infection,9.888888889,A
Augmentin XR,Skin and Structure Infection,9.5,A
Cefotaxime,Skin or Soft Tissue Infection,10,A
Dicloxacillin,Skin or Soft Tissue Infection,10,A
Amoxicillin / clavulanate,Skin or Soft Tissue Infection,9.155405405,A
Cephalexin,Skin or Soft Tissue Infection,8.960784314,B
Cleocin HCl,Skin or Soft Tissue Infection,8.333333333,B
Vibramycin,Skin or Soft Tissue Infection,8.25,B
Meropenem,Skin or Soft Tissue Infection,8,C
Nicorette,Smoking Cessation,9.75,A
Zyban,Smoking Cessation,9.58,A
Chantix,Smoking Cessation,9.539267016,A
Varenicline,Smoking Cessation,9.524216524,A
Nicoderm CQ,Smoking Cessation,9.458333333,A
Nicotrol Inhaler,Smoking Cessation,9.454545455,A
Nicotine,Smoking Cessation,9.211267606,A
Bupropion,Smoking Cessation,9.047297297,A
Commit,Smoking Cessation,8.928571429,B
Habitrol,Smoking Cessation,8.75,B
Buproban,Smoking Cessation,8,C
Risperidone,Social Anxiety Disorde,8.813432836,B
Cepacol Dual Relief Sore Throat,Sore Throat,9,B
Remicade,Spondyloarthritis,9.32,A
Anakinra,Still's Disease,8.666666667,B
Axid AR,Stomach Ulce,10,A
Omeprazole / sodium bicarbonate,Stomach Ulce,9.615384615,A
Protonix,Stomach Ulce,9.458333333,A
Carafate,Stomach Ulce,9.133333333,A
Calcium carbonate,Stomach Ulce,9,B
Ceftin,Strep Throat,9.285714286,A
Biaxin,Strep Throat,8.909090909,B
Stromectol,Strongyloidiasis,8.5,B
Kybella,Submental Fullness,10,A
Cartia XT,Supraventricular Tachycardia,9.571428571,A
Adenosine,Supraventricular Tachycardia,9.333333333,A
Corgard,Supraventricular Tachycardia,9.25,A
Bisoprolol,Supraventricular Tachycardia,9.222222222,A
Cardizem CD,Supraventricular Tachycardia,8,C
Relenza,Swine Flu,10,A
Zanamivir,Swine Flu,10,A
Benlysta,Systemic Lupus Erythematosus,9.181818182,A
Belimumab,Systemic Lupus Erythematosus,8.9,B
Plaquenil,Systemic Lupus Erythematosus,8.820512821,B
Gastrocrom,Systemic Mastocytosis,9,B
Midostaurin,Systemic Mastocytosis,8,C
Thyroid desiccated,TSH Suppression,9.470588235,A
Ifex,Testicular Cance,10,A
Ifosfamide,Testicular Cance,10,A
Busulfan,Thrombocythemia,10,A
Myleran,Thrombocythemia,10,A
Nexavar,Thyroid Cance,7.75,C
Oxistat,Tinea Corporis,10,A
Econazole,Tinea Corporis,9.666666667,A
Oxiconazole,Tinea Corporis,9,B
Naftin,Tinea Cruris,10,A
Tolnaftate,Tinea Cruris,10,A
Griseofulvin,Tinea Cruris,9,B
Clioquinol,Tinea Pedis,10,A
Naftifine,Tinea Pedis,10,A
Sertaconazole,Tinea Pedis,10,A
Zeasorb-AF Drying Gel,Tinea Pedis,10,A
Spectazole,Tinea Pedis,9.666666667,A
Selenium sulfide,Tinea Versicol,9.444444444,A
Alprazolam,Tinnitus,9.526898734,A
Trocaine,Tonsillitis/Pharyngitis,9,B
Phenol,Tonsillitis/Pharyngitis,8.5,B
Chloraseptic Sore Throat Spray,Tonsillitis/Pharyngitis,8,C
Povidone iodine,Topical Disinfection,10,A
Sodium hypochlorite,Topical Disinfection,10,A
Pimozide,Tourette's Syndrome,9.5,A
Orap,Tourette's Syndrome,9.125,A
Bayer Children's Aspirin,Transient Ischemic Attack,10,A
Paroxetine,Trichotillomania,9.024282561,A
Oxcarbazepine,Trigeminal Neuralgia,9.089108911,A
Tegretol XR,Trigeminal Neuralgia,9,B
Rifadin,"Tuberculosis, Prophylaxis",10,A
Isoniazid,"Tuberculosis, Prophylaxis",7.6,C
Humatrope,Turner's Syndrome,9.6,A
Sulfazine,Ulcerative Colitis,9.5,A
Budesonide,Ulcerative Colitis,9.146341463,A
Mesalamine,Ulcerative Colitis,9.022058824,A
Entyvio,Ulcerative Colitis,9,B
Imuran,Ulcerative Colitis,8.619047619,B
Apriso,Ulcerative Colitis,8.5,B
Azathioprine,Ulcerative Colitis,8.333333333,B
Delzicol,"Ulcerative Colitis, Active",9.5,A
Lialda,"Ulcerative Colitis, Active",9.108695652,A
Uceris,"Ulcerative Colitis, Active",9,B
Rowasa,"Ulcerative Colitis, Active",8.333333333,B
Canasa,"Ulcerative Colitis, Active",8,C
Salofalk,"Ulcerative Colitis, Maintenance",9.5,A
Asacol,"Ulcerative Colitis, Maintenance",9,B
WP Thyroid,Underactive Thyroid,10,A
Westhroid,Underactive Thyroid,10,A
Cytomel,Underactive Thyroid,9.5,A
Levoxyl,Underactive Thyroid,9.5,A
Tirosint,Underactive Thyroid,9.5,A
Levothyroxine,Underactive Thyroid,9.171428571,A
Amoxicillin,Upper Respiratory Tract Infection,9.243243243,A
Keflex,Upper Respiratory Tract Infection,9.208333333,A
Septra DS,Upper Respiratory Tract Infection,8.909090909,B
Bactrim DS,Upper Respiratory Tract Infection,8.873015873,B
Erythromycin,Upper Respiratory Tract Infection,8.833333333,B
SMZ-TMP DS,Upper Respiratory Tract Infection,8.8,B
Levsin SL,Urinary Incontinence,9.75,A
Cranberry,Urinary Incontinence,9.666666667,A
