drugName,rating,condition,class
Zicam Extreme Congestion Relief,10.0,Nasal Congestion,A
Naphazoline,9.909090909090908,Nasal Congestion,A
Nostrilla,9.833333333333334,Nasal Congestion,A
Xylometazoline,9.666666666666666,Nasal Congestion,A
Sudafed Congestion,9.6,Nasal Congestion,A
Vicks Sinex Nasal Spray (old formulation),9.555555555555555,Nasal Congestion,A
Oxymetazoline,9.4,Nasal Congestion,A
Pseudoephedrine,9.28125,Nasal Congestion,A
Norel SR,9.2,Nasal Congestion,A
Loratadine / pseudoephedrine,9.173913043478262,Nasal Congestion,A
Afrin,9.142857142857142,Nasal Congestion,A
Claritin-D,9.125,Nasal Congestion,A
Afrin 4 Hour Extra Moisturizing,9.0,Nasal Congestion,B
Afrin Original,9.0,Nasal Congestion,B
Children's Dimetapp Decongestant Infant,9.0,Nasal Congestion,B
Claritin-D 12 Hour,9.0,Nasal Congestion,B
Sudafed 12-Hour,9.0,Nasal Congestion,B
Sodium chloride,8.5,Nasal Congestion,B
Afrin Sinus,8.0,Nasal Congestion,C
Ayr Saline Nasal,8.0,Nasal Congestion,C
Veramyst,9.2,Nasal Polyps,A
Compro,10.0,Nausea/Vomiting,A
Ginger,10.0,Nausea/Vomiting,A
Peppermint,10.0,Nausea/Vomiting,A
Emetrol,9.68421052631579,Nausea/Vomiting,A
Phosphorated carbohydrate solution,9.636363636363637,Nausea/Vomiting,A
Trimethobenzamide,9.6,Nausea/Vomiting,A
Zofran ODT,9.6,Nausea/Vomiting,A
Zofran,9.577777777777778,Nausea/Vomiting,A
Ondansetron,9.522522522522523,Nausea/Vomiting,A
Pyridoxine,9.0,Nausea/Vomiting,B
Tigan,9.0,Nausea/Vomiting,B
Vitamin B6,9.0,Nausea/Vomiting,B
Benadryl,8.89655172413793,Nausea/Vomiting,B
Diphenhydramine,8.851485148514852,Nausea/Vomiting,B
Rolapitant,10.0,Nausea/Vomiting Chemotherapy Induced,A
Varubi,10.0,Nausea/Vomiting Chemotherapy Induced,A
Emend,9.916666666666666,Nausea/Vomiting Chemotherapy Induced,A
Aprepitant,9.909090909090908,Nausea/Vomiting Chemotherapy Induced,A
Sancuso,9.4,Nausea/Vomiting Chemotherapy Induced,A
Marinol,9.375,Nausea/Vomiting Chemotherapy Induced,A
Dronabinol,9.275862068965518,Nausea/Vomiting Chemotherapy Induced,A
Aloxi,10.0,Nausea/Vomiting Postoperative,A
Palonosetron,10.0,Nausea/Vomiting Postoperative,A
Granisetron,9.333333333333334,Nausea/Vomiting Postoperative,A
Kytril,8.5,Nausea/Vomiting Postoperative,B
Doxylamine / pyridoxine,9.075471698113208,Nausea/Vomiting of Pregnancy,A
Diclegis,9.058823529411764,Nausea/Vomiting of Pregnancy,A
Filgrastim,10.0,Neutropenia Associated with Chemotherapy,A
Neupogen,10.0,Neutropenia Associated with Chemotherapy,A
Neulasta,8.875,Neutropenia Associated with Chemotherapy,B
Pegfilgrastim,8.833333333333334,Neutropenia Associated with Chemotherapy,B
Qualaquin,9.5,Nocturnal Leg Cramps,A
Quinine,9.454545454545455,Nocturnal Leg Cramps,A
Bendamustine,9.25,Non-Hodgkins Lymphoma,A
Treanda,9.0,Non-Hodgkins Lymphoma,B
Necitumumab,10.0,Non-Small Cell Lung Cance,A
Gefitinib,9.571428571428571,Non-Small Cell Lung Cance,A
Iressa,9.571428571428571,Non-Small Cell Lung Cance,A
Crizotinib,9.5,Non-Small Cell Lung Cance,A
Nivolumab,9.5,Non-Small Cell Lung Cance,A
Xalkori,9.333333333333334,Non-Small Cell Lung Cance,A
Bevacizumab,9.3125,Non-Small Cell Lung Cance,A
Erlotinib,9.3,Non-Small Cell Lung Cance,A
Tarceva,9.3,Non-Small Cell Lung Cance,A
Avastin,9.214285714285714,Non-Small Cell Lung Cance,A
Pemetrexed,9.0,Non-Small Cell Lung Cance,B
Opdivo,8.75,Non-Small Cell Lung Cance,B
Alimta,8.0,Non-Small Cell Lung Cance,C
Efavirenz,8.0,Nonoccupational Exposure,C
Amikacin,10.0,Not Listed / Othe,A
Dimethyl sulfoxide,10.0,Not Listed / Othe,A
Olodaterol,10.0,Not Listed / Othe,A
Undecylenic acid,10.0,Not Listed / Othe,A
Milk thistle,9.5,Not Listed / Othe,A
Hydroxyurea,9.285714285714286,Not Listed / Othe,A
Adenosine,9.2,Not Listed / Othe,A
Yohimbine,8.2,Not Listed / Othe,B
Electrolyte replacement solutions,8.0,Not Listed / Othe,C
Zantryl,10.0,Obesity,A
Didrex,9.833333333333334,Obesity,A
Chorionic gonadotropin (hcg),9.625,Obesity,A
Tenuate,9.545454545454545,Obesity,A
Diethylpropion,9.544554455445544,Obesity,A
Benzphetamine,9.5,Obesity,A
Pregnyl,9.5,Obesity,A
Meridia,9.317073170731707,Obesity,A
Xenical,9.229508196721312,Obesity,A
Saxenda,9.22,Obesity,A
Aplenzin,9.2,Obesity,A
Phendimetrazine,9.188118811881187,Obesity,A
Liraglutide,9.186770428015564,Obesity,A
Tenuate Dospan,9.142857142857142,Obesity,A
Orlistat,9.07741935483871,Obesity,A
Contrave,9.00709219858156,Obesity,A
Bupropion / naltrexone,9.00412087912088,Obesity,A
Adipost,9.0,Obesity,B
Topiramate,8.976138828633406,Obesity,B
Topamax,8.95330739299611,Obesity,B
Alli,8.86111111111111,Obesity,B
Bontril Slow Release,8.818181818181818,Obesity,B
Bontril PDM,8.5,Obesity,B
Phendiet,8.5,Obesity,B
Luvox,9.137254901960784,Obsessive Compulsive Disorde,A
Clomipramine,9.10989010989011,Obsessive Compulsive Disorde,A
Anafranil,9.047619047619047,Obsessive Compulsive Disorde,A
Rilutek,9.0,Obsessive Compulsive Disorde,B
Fluvoxamine,8.979591836734693,Obsessive Compulsive Disorde,B
Riluzole,8.0,Obsessive Compulsive Disorde,C
Penlac Nail Lacquer,8.0,Onychomycosis Fingernail,C
Ciclodan,10.0,Onychomycosis Toenail,A
Sporanox,9.444444444444445,Onychomycosis Toenail,A
Terbinafine,9.373239436619718,Onychomycosis Toenail,A
Lamisil,9.321428571428571,Onychomycosis Toenail,A
Jublia,9.24,Onychomycosis Toenail,A
Efinaconazole,9.215686274509803,Onychomycosis Toenail,A
Itraconazole,9.058823529411764,Onychomycosis Toenail,A
Ciclopirox,8.764705882352942,Onychomycosis Toenail,B
Kerydin,8.666666666666666,Onychomycosis Toenail,B
Tavaborole,8.666666666666666,Onychomycosis Toenail,B
Suboxone,9.58780487804878,Opiate Dependence,A
Buprenorphine / naloxone,9.527054108216433,Opiate Dependence,A
Bunavail,9.36,Opiate Dependence,A
Subutex,9.32,Opiate Dependence,A
Zubsolv,9.057142857142857,Opiate Dependence,A
Catapres-TTS,9.8,Opiate Withdrawal,A
Methadose,9.535714285714286,Opiate Withdrawal,A
Methadone,9.419525065963061,Opiate Withdrawal,A
Clonidine,9.1280276816609,Opiate Withdrawal,A
Catapres,8.846153846153847,Opiate Withdrawal,B
Robaxin-750,8.428571428571429,Opiate Withdrawal,B
Narcan Injection,9.666666666666666,Opioid Overdose,A
Naloxone,9.538461538461538,Opioid Overdose,A
Clotrimazole,9.333333333333334,Oral Thrush,A
Nystatin,9.1875,Oral Thrush,A
Nilstat,9.0,Oral Thrush,B
Gentian violet,8.0,Oral Thrush,C
Mycelex Troche,8.0,Oral Thrush,C
Clove,10.0,Oral and Dental Conditions,A
Gengraf,10.0,Organ Transplant Rejection Prophylaxis,A
Hecoria,10.0,Organ Transplant Rejection Prophylaxis,A
Prograf,8.842105263157896,Organ Transplant Rejection Prophylaxis,B
Dolobid,10.0,Osteoarthritis,A
Pennsaid,9.714285714285714,Osteoarthritis,A
Esomeprazole / naproxen,9.625,Osteoarthritis,A
Vimovo,9.625,Osteoarthritis,A
Supartz,9.5,Osteoarthritis,A
Bioflavonoids,9.4,Osteoarthritis,A
Limbrel,9.4,Osteoarthritis,A
Sodium hyaluronate,9.396039603960396,Osteoarthritis,A
Euflexxa,9.3625,Osteoarthritis,A
Aleve,9.333333333333334,Osteoarthritis,A
Voltaren Gel,9.30188679245283,Osteoarthritis,A
Zorvolex,9.272727272727273,Osteoarthritis,A
Diclofenac,9.270212765957448,Osteoarthritis,A
Voltaren,9.26595744680851,Osteoarthritis,A
Hyaluronan,9.253731343283581,Osteoarthritis,A
Diflunisal,9.25,Osteoarthritis,A
Diclofenac / misoprostol,9.242424242424242,Osteoarthritis,A
Synvisc-One,9.238095238095237,Osteoarthritis,A
Orthovisc,9.21311475409836,Osteoarthritis,A
Hylan g-f 20,9.212121212121213,Osteoarthritis,A
Piroxicam,9.153846153846153,Osteoarthritis,A
Arthrotec,9.137931034482758,Osteoarthritis,A
Synvisc,9.1,Osteoarthritis,A
Disalcid,9.0,Osteoarthritis,B
Duexis,9.0,Osteoarthritis,B
Monovisc,9.0,Osteoarthritis,B
Osteo Bi-Flex,9.0,Osteoarthritis,B
Zostrix,9.0,Osteoarthritis,B
Mobic,8.9875,Osteoarthritis,B
Famotidine / ibuprofen,8.875,Osteoarthritis,B
Feldene,8.875,Osteoarthritis,B
Nabumetone,8.758620689655173,Osteoarthritis,B
Relafen,8.736842105263158,Osteoarthritis,B
Chondroitin / glucosamine / methylsulfonylmethane,8.5,Osteoarthritis,B
Salsalate,8.5,Osteoarthritis,B
Bioflavonoids / zinc glycinate,8.0,Osteoarthritis,C
Capzasin-HP,8.0,Osteoarthritis,C
Daypro,8.0,Osteoarthritis,C
Limbrel 500,8.0,Osteoarthritis,C
Oxaprozin,8.0,Osteoarthritis,C
Atelvia,10.0,Osteoporosis,A
Prolia,9.5625,Osteoporosis,A
Denosumab,9.555555555555555,Osteoporosis,A
Boniva,9.5,Osteoporosis,A
Ibandronate,9.333333333333334,Osteoporosis,A
Risedronate,9.333333333333334,Osteoporosis,A
Alendronate,9.25,Osteoporosis,A
Forteo,9.214285714285714,Osteoporosis,A
Teriparatide,9.2,Osteoporosis,A
Reclast,9.142857142857142,Osteoporosis,A
Zoledronic acid,9.085714285714285,Osteoporosis,A
Calcium / vitamin d,9.0,Osteoporosis,B
Caltrate 600+D,9.0,Osteoporosis,B
Fosamax,9.0,Osteoporosis,B
Calci-Chew,8.0,Osteoporosis,C
Calcitonin,8.0,Osteoporosis,C
Hydrocortisone / neomycin / polymyxin b,8.5,Otitis Externa,B
Acetic acid / hydrocortisone,8.0,Otitis Externa,C
Vosol HC,8.0,Otitis Externa,C
A / B Otic,10.0,Otitis Media,A
Antipyrine / benzocaine,10.0,Otitis Media,A
Cefixime,9.5,Otitis Media,A
Suprax,9.25,Otitis Media,A
Ciprodex,9.125,Otitis Media,A
Ciprofloxacin / dexamethasone,9.125,Otitis Media,A
Carboplatin,9.0,Ovarian Cance,B
Paraplatin,9.0,Ovarian Cance,B
Taxol,8.0,Ovarian Cance,C
Paclitaxel,7.8,Ovarian Cance,C
LoSeasonique,8.91891891891892,Ovarian Cysts,B
B & O Supprettes,10.0,Overactive Bladde,A
Belladonna / opium,10.0,Overactive Bladde,A
Detrol,9.4,Overactive Bladde,A
Botox,9.384,Overactive Bladde,A
OnabotulinumtoxinA,9.374045801526718,Overactive Bladde,A
Mirabegron,9.309090909090909,Overactive Bladde,A
Myrbetriq,9.26086956521739,Overactive Bladde,A
Darifenacin,9.25,Overactive Bladde,A
Enablex,9.25,Overactive Bladde,A
Tolterodine,9.24,Overactive Bladde,A
Detrol LA,9.0,Overactive Bladde,B
Sanctura,9.0,Overactive Bladde,B
Trospium,8.96,Overactive Bladde,B
Ditropan,8.8,Overactive Bladde,B
Toviaz,8.75,Overactive Bladde,B
VESIcare,8.72,Overactive Bladde,B
Gelnique,8.0,Overactive Bladde,C
Actonel,9.333333333333334,Pagets Disease,A
Anacin,10.0,Pain,A
Anaprox-DS,10.0,Pain,A
Aspirin / caffeine,10.0,Pain,A
Aspirin / oxycodone,10.0,Pain,A
Bupivacaine liposome,10.0,Pain,A
Buprenex,10.0,Pain,A
Doans Pills Extra Strength,10.0,Pain,A
Duramorph,10.0,Pain,A
Exparel,10.0,Pain,A
Feverall,10.0,Pain,A
Levo-Dromoran,10.0,Pain,A
Levorphanol,10.0,Pain,A
Lorcet,10.0,Pain,A
Magnesium salicylate,10.0,Pain,A
Maxidone,10.0,Pain,A
Medi-Quik Spray,10.0,Pain,A
Motrin Infant Drops,10.0,Pain,A
Oxyfast,10.0,Pain,A
Palladone,10.0,Pain,A
Percodan,10.0,Pain,A
Roxicodone Intensol,10.0,Pain,A
Vitapap,10.0,Pain,A
Vicodin HP,9.8,Pain,A
Valdecoxib,9.777777777777779,Pain,A
Aspirin / caffeine / salicylamide,9.75,Pain,A
Bextra,9.75,Pain,A
Motrin IB,9.75,Pain,A
Orudis KT,9.75,Pain,A
Meperitab,9.666666666666666,Pain,A
Talwin,9.666666666666666,Pain,A
Nubain,9.647058823529411,Pain,A
Butorphanol,9.625,Pain,A
Stadol,9.576923076923077,Pain,A
Ketoprofen,9.571428571428571,Pain,A
Fiorinal,9.553191489361701,Pain,A
Lidocaine Viscous,9.5,Pain,A
Magnacet,9.5,Pain,A
Panlor SS,9.5,Pain,A
Toradol IV / IM,9.5,Pain,A
Tylenol,9.5,Pain,A
Tylenol with Codeine #4,9.5,Pain,A
Voltaren-XR,9.5,Pain,A
Demerol,9.481481481481481,Pain,A
Nalbuphine,9.473684210526315,Pain,A
Meperidine,9.46774193548387,Pain,A
Dilaudid,9.467592592592593,Pain,A
Dolophine,9.444444444444445,Pain,A
Acetaminophen / phenyltoloxamine,9.4375,Pain,A
Hydromorphone,9.412587412587413,Pain,A
Aspirin / butalbital / caffeine,9.391304347826088,Pain,A
Lodine,9.363636363636363,Pain,A
Toradol,9.349056603773585,Pain,A
Meperidine / promethazine,9.333333333333334,Pain,A
Tylenol with Codeine,9.333333333333334,Pain,A
Ketorolac,9.312883435582823,Pain,A
Vicodin ES,9.307692307692308,Pain,A
Roxicet,9.285714285714286,Pain,A
OxyContin,9.264150943396226,Pain,A
Codeine,9.25,Pain,A
Tylenol 8 Hour,9.25,Pain,A
Zohydro ER,9.233333333333333,Pain,A
Sprix,9.222222222222221,Pain,A
Oxycodone,9.22140221402214,Pain,A
Etodolac,9.204545454545455,Pain,A
Darvon,9.2,Pain,A
Pentazocine,9.2,Pain,A
Sublimaze,9.2,Pain,A
Vicoprofen,9.181818181818182,Pain,A
Propoxyphene,9.176470588235293,Pain,A
Percocet,9.166666666666666,Pain,A
Ultram ODT,9.166666666666666,Pain,A
Ultracet,9.157894736842104,Pain,A
Acetaminophen / oxycodone,9.156108597285067,Pain,A
Ketamine,9.153846153846153,Pain,A
Acetaminophen / caffeine / dihydrocodeine,9.142857142857142,Pain,A
Ryzolt,9.125,Pain,A
Nucynta ER,9.102564102564102,Pain,A
Opana ER,9.1,Pain,A
Buprenorphine,9.096774193548388,Pain,A
MS Contin,9.086206896551724,Pain,A
Lortab,9.08108108108108,Pain,A
Vicodin,9.074468085106384,Pain,A
Flector Patch,9.073170731707316,Pain,A
Acetaminophen / hydrocodone,9.059782608695652,Pain,A
Norco,9.049382716049383,Pain,A
Hydrocodone / ibuprofen,9.035087719298245,Pain,A
Nortriptyline,9.02928870292887,Pain,A
Oxymorphone,9.006756756756756,Pain,A
Acetaminophen / propoxyphene,9.0,Pain,B
Acetaminophen / tramadol,9.0,Pain,B
Anexsia,9.0,Pain,B
Children's Motrin,9.0,Pain,B
ConZip,9.0,Pain,B
OxyIR,9.0,Pain,B
Pamelor,9.0,Pain,B
Panlor DC,9.0,Pain,B
Trixaicin HP,9.0,Pain,B
Trolamine salicylate,9.0,Pain,B
Tylenol Arthritis Pain,9.0,Pain,B
Tramadol,8.993506493506494,Pain,B
Celecoxib,8.991304347826087,Pain,B
Lidocaine,8.982758620689655,Pain,B
Celebrex,8.98019801980198,Pain,B
Hydrocodone,8.950819672131148,Pain,B
Embeda,8.95,Pain,B
Reprexain,8.916666666666666,Pain,B
Opana,8.907692307692308,Pain,B
Morphine / naltrexone,8.904761904761905,Pain,B
Fentanyl,8.88929889298893,Pain,B
Morphine,8.884615384615385,Pain,B
Butrans,8.881720430107526,Pain,B
Avinza,8.857142857142858,Pain,B
Duragesic,8.827586206896552,Pain,B
Naloxone / pentazocine,8.8,Pain,B
Tapentadol,8.798816568047338,Pain,B
Ultram ER,8.76,Pain,B
Lidoderm,8.75,Pain,B
Acetaminophen / codeine,8.733333333333333,Pain,B
Kadian,8.71875,Pain,B
Nucynta,8.704347826086957,Pain,B
Neurontin,8.701612903225806,Pain,B
Talwin Nx,8.666666666666666,Pain,B
Ultram,8.663865546218487,Pain,B
Hysingla ER,8.588235294117647,Pain,B
Acetaminophen / pentazocine,8.5,Pain,B
Excedrin Back & Body,8.5,Pain,B
Midol PM,8.5,Pain,B
Orudis,8.5,Pain,B
Talacen,8.5,Pain,B
Trezix,8.5,Pain,B
Balacet,8.0,Pain,C
Darvocet A500,8.0,Pain,C
Fast Freeze,8.0,Pain,C
Lagesic,8.0,Pain,C
Menthol,8.0,Pain,C
Myophen,8.0,Pain,C
Naloxone / oxycodone,8.0,Pain,C
Oxydose,8.0,Pain,C
Targiniq ER,8.0,Pain,C
Camphor / menthol,7.5,Pain,C
Oramorph SR,7.5,Pain,C
Choline salicylate / magnesium salicylate,7.0,Pain,C
Ibudone,7.0,Pain,C
Tiger Balm,7.0,Pain,C
Trilisate,7.0,Pain,C
Goodys Extra-Strength Headache Powders,10.0,Pain/Feve,A
Everolimus,8.714285714285714,Pancreatic Cance,B
Gemcitabine,7.666666666666667,Pancreatic Cance,C
Gemzar,7.666666666666667,Pancreatic Cance,C
Alprazolam Intensol,9.833333333333334,Panic Disorde,A
Niravam,9.75,Panic Disorde,A
Tofranil,9.625,Panic Disorde,A
Maprotiline,9.6,Panic Disorde,A
Ludiomil,9.5,Panic Disorde,A
Clonazepam,9.379346680716544,Panic Disorde,A
Klonopin,9.37473233404711,Panic Disorde,A
Praziquantel,7.0,Paragonimus westermani Lung Fluke,C
Eldepryl,10.0,Parkinson's Disease,A
Apokyn,9.0,Parkinson's Disease,B
Apomorphine,8.5,Parkinson's Disease,B
Procyclidine,9.5,Parkinsonism,A
Azilect,9.666666666666666,Parkinsons Disease,A
Rasagiline,9.666666666666666,Parkinsons Disease,A
Kemadrin,9.5,Parkinsons Disease,A
Zelapar,9.5,Parkinsons Disease,A
Requip XL,9.333333333333334,Parkinsons Disease,A
Stalevo,9.333333333333334,Parkinsons Disease,A
Artane,9.25,Parkinsons Disease,A
Carbidopa / entacapone / levodopa,9.25,Parkinsons Disease,A
Carbidopa / levodopa,9.068965517241379,Parkinsons Disease,A
Amantadine,9.0,Parkinsons Disease,B
Stalevo 200,9.0,Parkinsons Disease,B
Sinemet,8.928571428571429,Parkinsons Disease,B
Trihexyphenidyl,8.777777777777779,Parkinsons Disease,B
Rytary,8.666666666666666,Parkinsons Disease,B
Comtan,8.5,Parkinsons Disease,B
Mirapex ER,8.5,Parkinsons Disease,B
Entacapone,8.0,Parkinsons Disease,C
Sinemet CR,7.0,Parkinsons Disease,C
Tev-Tropin,9.5,Pediatric Growth Hormone Deficiency,A
Angiomax,10.0,Percutaneous Coronary Intervention,A
Bivalirudin,10.0,Percutaneous Coronary Intervention,A
Eptifibatide,8.0,Percutaneous Coronary Intervention,C
Progesterone,8.521739130434783,Perimenopausal Symptoms,B
Midol Extended Relief,10.0,Period Pain,A
Mefenamic acid,9.380952380952381,Period Pain,A
Ponstel,9.333333333333334,Period Pain,A
Gabarone,9.0,Peripheral Neuropathy,B
L-Carnitine,8.0,Peripheral Neuropathy,C
Levocarnitine,8.0,Peripheral Neuropathy,C
Atralin,9.241379310344827,Photoaging of the Skin,A
Retin-A,9.157894736842104,Photoaging of the Skin,A
Tretinoin,9.119047619047619,Photoaging of the Skin,A
Pin-X,9.0,Pinworm Infection (Enterobius vermicularis),B
Pyrantel,9.0,Pinworm Infection (Enterobius vermicularis),B
Albendazole,8.5,Pinworm Infection (Enterobius vermicularis),B
Albenza,8.0,Pinworm Infection (Enterobius vermicularis),C
Brodalumab,10.0,Plaque Psoriasis,A
Siliq,10.0,Plaque Psoriasis,A
Ixekizumab,9.636363636363637,Plaque Psoriasis,A
Taltz,9.619047619047619,Plaque Psoriasis,A
Secukinumab,9.48,Plaque Psoriasis,A
Cosentyx,9.458333333333334,Plaque Psoriasis,A
Otezla,8.880952380952381,Plaque Psoriasis,B
Apremilast,8.873563218390805,Plaque Psoriasis,B
Pneumococcal 13-valent vaccine,9.0,Pneumococcal Disease Prophylaxis,B
Prevnar 13,9.0,Pneumococcal Disease Prophylaxis,B
Augmentin,9.192982456140351,Pneumonia,A
Azithromycin Dose Pack,9.136363636363637,Pneumonia,A
Levofloxacin,9.0,Pneumonia,B
Mircette,9.5,Polycystic Ovary Syndrome,A
Desogen,8.909090909090908,Polycystic Ovary Syndrome,B
Microgestin Fe 1.5 / 30,8.825,Polycystic Ovary Syndrome,B
Glucophage,8.761904761904763,Polycystic Ovary Syndrome,B
Metformin,8.738197424892704,Polycystic Ovary Syndrome,B
Wera,7.0,Polycystic Ovary Syndrome,C
Jakafi,9.0,Polycythemia Vera,B
Ruxolitinib,9.0,Polycythemia Vera,B
Hemin,10.0,Porphyria,A
Panhematin,10.0,Porphyria,A
Abilify Discmelt,8.333333333333334,Post Traumatic Stress Disorde,B
Capsaicin,8.952380952380953,Postherpetic Neuralgia,B
Divigel,10.0,Postmenopausal Symptoms,A
Enjuvia,10.0,Postmenopausal Symptoms,A
Estraderm,10.0,Postmenopausal Symptoms,A
Estropipate,10.0,Postmenopausal Symptoms,A
Femtrace,10.0,Postmenopausal Symptoms,A
Ogen,10.0,Postmenopausal Symptoms,A
Premarin Vaginal,10.0,Postmenopausal Symptoms,A
Premphase,10.0,Postmenopausal Symptoms,A
Vivelle,10.0,Postmenopausal Symptoms,A
Evamist,9.75,Postmenopausal Symptoms,A
Minivelle,9.666666666666666,Postmenopausal Symptoms,A
Vivelle-Dot,9.666666666666666,Postmenopausal Symptoms,A
Conjugated estrogens,9.564102564102564,Postmenopausal Symptoms,A
Activella,9.5,Postmenopausal Symptoms,A
Premarin,9.448275862068966,Postmenopausal Symptoms,A
Angeliq,9.4375,Postmenopausal Symptoms,A
Drospirenone / estradiol,9.4375,Postmenopausal Symptoms,A
Esterified estrogens,9.333333333333334,Postmenopausal Symptoms,A
Estradiol / norethindrone,9.25,Postmenopausal Symptoms,A
CombiPatch,9.2,Postmenopausal Symptoms,A
Estrace,9.2,Postmenopausal Symptoms,A
Climara,9.153846153846153,Postmenopausal Symptoms,A
Estradiol Patch,9.125,Postmenopausal Symptoms,A
Elestrin,9.0,Postmenopausal Symptoms,B
Menest,9.0,Postmenopausal Symptoms,B
femhrt,9.0,Postmenopausal Symptoms,B
Conjugated estrogens / medroxyprogesterone,8.875,Postmenopausal Symptoms,B
Prempro,8.714285714285714,Postmenopausal Symptoms,B
Climara Pro,8.5,Postmenopausal Symptoms,B
Estradiol / levonorgestrel,8.4,Postmenopausal Symptoms,B
Estrasorb,7.0,Postmenopausal Symptoms,C
Bromfenac,10.0,Postoperative Ocular Inflammation,A
Prolensa,10.0,Postoperative Ocular Inflammation,A
Loteprednol,9.714285714285714,Postoperative Ocular Inflammation,A
Ilevro,9.5,Postoperative Ocular Inflammation,A
Acuvail,9.0,Postoperative Ocular Inflammation,B
Nepafenac,8.666666666666666,Postoperative Ocular Inflammation,B
Nevanac,7.0,Postoperative Ocular Inflammation,C
Florinef Acetate,10.0,Postural Orthostatic Tachycardia Syndrome,A
Orvaten,9.0,Postural Orthostatic Tachycardia Syndrome,B
ProAmatine,9.0,Postural Orthostatic Tachycardia Syndrome,B
Florinef,8.666666666666666,Postural Orthostatic Tachycardia Syndrome,B
Emtricitabine / tenofovir,9.583333333333334,Pre-Exposure Prophylaxis,A
Truvada,9.545454545454545,Pre-Exposure Prophylaxis,A
Histrelin,9.0,Precocious Puberty,B
Supprelin LA,9.0,Precocious Puberty,B
Lupron Depot-PED,8.714285714285714,Precocious Puberty,B
Hydroxyprogesterone,9.5,Premature Lab,A
Makena,9.5,Premature Lab,A
Terbutaline,7.833333333333333,Premature Lab,C
Brethine,7.0,Premature Lab,C
Sarafem,9.5625,Premenstrual Dysphoric Disorde,A
Evening Primrose Oil,9.5,Premenstrual Dysphoric Disorde,A
Gianvi,8.92134831460674,Premenstrual Dysphoric Disorde,B
Acetaminophen / pamabrom / pyrilamine,9.0,Premenstrual Syndrome,B
Premsyn PMS,9.0,Premenstrual Syndrome,B
Pamabrom,8.5,Premenstrual Syndrome,B
Mandelamine,9.5,Prevention of Bladder infection,A
Hiprex,9.266666666666667,Prevention of Bladder infection,A
Macrodantin,9.153846153846153,Prevention of Bladder infection,A
Nitrofurantoin,8.918819188191883,Prevention of Bladder infection,B
Macrobid,8.892561983471074,Prevention of Bladder infection,B
Clinpro 5000,10.0,Prevention of Dental Caries,A
Fluoride,9.666666666666666,Prevention of Dental Caries,A
Coumadin,9.583333333333334,Prevention of Thromboembolism in Atrial Fibrillation,A
Warfarin,9.2,Prevention of Thromboembolism in Atrial Fibrillation,A
Jantoven,9.0,Prevention of Thromboembolism in Atrial Fibrillation,B
Eliquis,8.791666666666666,Prevention of Thromboembolism in Atrial Fibrillation,B
Dabigatran,8.755555555555556,Prevention of Thromboembolism in Atrial Fibrillation,B
Apixaban,8.75,Prevention of Thromboembolism in Atrial Fibrillation,B
Pradaxa,8.75,Prevention of Thromboembolism in Atrial Fibrillation,B
Gamunex,10.0,Primary Immunodeficiency Syndrome,A
Gamunex-C,10.0,Primary Immunodeficiency Syndrome,A
Privigen,10.0,Primary Immunodeficiency Syndrome,A
Immune globulin intravenous,9.6,Primary Immunodeficiency Syndrome,A
Vivaglobin,9.5,Primary Immunodeficiency Syndrome,A
Cuvitru,9.0,Primary Immunodeficiency Syndrome,B
Immune globulin subcutaneous,8.692307692307692,Primary Immunodeficiency Syndrome,B
Hizentra,8.25,Primary Immunodeficiency Syndrome,B
Octagam,8.0,Primary Immunodeficiency Syndrome,C
Desmopressin,9.61111111111111,Primary Nocturnal Enuresis,A
Prometrium,8.533333333333333,Progesterone Insufficiency,B
Radium 223 dichloride,10.0,Prostate Cance,A
Abiraterone,9.727272727272727,Prostate Cance,A
Zytiga,9.727272727272727,Prostate Cance,A
Provenge,9.5,Prostate Cance,A
Sipuleucel-T,9.5,Prostate Cance,A
Degarelix,9.25,Prostate Cance,A
Eligard,9.25,Prostate Cance,A
Firmagon,9.25,Prostate Cance,A
Casodex,9.2,Prostate Cance,A
Bicalutamide,9.0,Prostate Cance,B
Goserelin,9.0,Prostate Cance,B
Trelstar,9.0,Prostate Cance,B
Zoladex,9.0,Prostate Cance,B
Leuprolide,8.830357142857142,Prostate Cance,B
Lupron,8.586206896551724,Prostate Cance,B
Triptorelin,8.5,Prostate Cance,B
Trelstar LA,8.0,Prostate Cance,C
Ditropan XL,9.0,Prostatitis,B
Moxifloxacin,8.99056603773585,Prostatitis,B
Avelox,8.967391304347826,Prostatitis,B
Diphenhydramine / hydrocortisone,10.0,Pruritus,A
Eurax,10.0,Pruritus,A
HC-Derma-Pax,10.0,Pruritus,A
Sarna Sensitive,10.0,Pruritus,A
Skeeter Stik,10.0,Pruritus,A
Crotamiton,9.666666666666666,Pruritus,A
Calamine,9.0,Pruritus,B
Lanacane,9.0,Pruritus,B
Prax,8.0,Pruritus,C
Dextromethorphan / quinidine,9.363636363636363,Pseudobulbar Affect,A
Nuedexta,9.363636363636363,Pseudobulbar Affect,A
Diamox,9.043478260869565,Pseudotumor Cerebri,A
Acetazolamide,8.928571428571429,Pseudotumor Cerebri,B
Alefacept,10.0,Psoriasis,A
Amevive,10.0,Psoriasis,A
Ammonium lactate / halobetasol,10.0,Psoriasis,A
Scytera,10.0,Psoriasis,A
